canonical_slug,display_name,dexnum_int,official_artwork_url,artwork_variant_url,sprite_url,image_url,official_pokedex_url,official_reference_scope,validated_at,official_artwork_http_status,validation_status,mismatch_fields,validation_notes
swirlix,Swirlix,684,https://assets.pokemon.com/assets/cms2/img/pokedex/full/684.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/684.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/684.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/684.png,https://www.pokemon.com/us/pokedex/swirlix,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
slurpuff,Slurpuff,685,https://assets.pokemon.com/assets/cms2/img/pokedex/full/685.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/685.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/685.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/685.png,https://www.pokemon.com/us/pokedex/slurpuff,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
inkay,Inkay,686,https://assets.pokemon.com/assets/cms2/img/pokedex/full/686.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/686.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/686.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/686.png,https://www.pokemon.com/us/pokedex/inkay,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
malamar,Malamar,687,https://assets.pokemon.com/assets/cms2/img/pokedex/full/687.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/687.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/687.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/687.png,https://www.pokemon.com/us/pokedex/malamar,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
malamar-mega,Malamar maleega,687,https://assets.pokemon.com/assets/cms2/img/pokedex/full/687.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10297.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10297.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10297.png,https://www.pokemon.com/us/pokedex/malamar,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
binacle,Binacle,688,https://assets.pokemon.com/assets/cms2/img/pokedex/full/688.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/688.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/688.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/688.png,https://www.pokemon.com/us/pokedex/binacle,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
barbaracle,Barbaracle,689,https://assets.pokemon.com/assets/cms2/img/pokedex/full/689.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/689.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/689.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/689.png,https://www.pokemon.com/us/pokedex/barbaracle,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
barbaracle-mega,Barbaracle maleega,689,https://assets.pokemon.com/assets/cms2/img/pokedex/full/689.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10298.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10298.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10298.png,https://www.pokemon.com/us/pokedex/barbaracle,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
skrelp,Skrelp,690,https://assets.pokemon.com/assets/cms2/img/pokedex/full/690.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/690.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/690.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/690.png,https://www.pokemon.com/us/pokedex/skrelp,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
dragalge,Dragalge,691,https://assets.pokemon.com/assets/cms2/img/pokedex/full/691.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/691.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/691.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/691.png,https://www.pokemon.com/us/pokedex/dragalge,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
dragalge-mega,Dragalge maleega,691,https://assets.pokemon.com/assets/cms2/img/pokedex/full/691.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10299.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10299.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10299.png,https://www.pokemon.com/us/pokedex/dragalge,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
clauncher,Clauncher,692,https://assets.pokemon.com/assets/cms2/img/pokedex/full/692.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/692.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/692.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/692.png,https://www.pokemon.com/us/pokedex/clauncher,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
clawitzer,Clawitzer,693,https://assets.pokemon.com/assets/cms2/img/pokedex/full/693.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/693.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/693.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/693.png,https://www.pokemon.com/us/pokedex/clawitzer,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
helioptile,Helioptile,694,https://assets.pokemon.com/assets/cms2/img/pokedex/full/694.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/694.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/694.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/694.png,https://www.pokemon.com/us/pokedex/helioptile,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
heliolisk,Heliolisk,695,https://assets.pokemon.com/assets/cms2/img/pokedex/full/695.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/695.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/695.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/695.png,https://www.pokemon.com/us/pokedex/heliolisk,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
tyrunt,Tyrunt,696,https://assets.pokemon.com/assets/cms2/img/pokedex/full/696.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/696.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/696.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/696.png,https://www.pokemon.com/us/pokedex/tyrunt,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
tyrantrum,Tyrantrum,697,https://assets.pokemon.com/assets/cms2/img/pokedex/full/697.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/697.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/697.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/697.png,https://www.pokemon.com/us/pokedex/tyrantrum,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
amaura,Amaura,698,https://assets.pokemon.com/assets/cms2/img/pokedex/full/698.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/698.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/698.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/698.png,https://www.pokemon.com/us/pokedex/amaura,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
aurorus,Aurorus,699,https://assets.pokemon.com/assets/cms2/img/pokedex/full/699.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/699.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/699.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/699.png,https://www.pokemon.com/us/pokedex/aurorus,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
sylveon,Sylveon,700,https://assets.pokemon.com/assets/cms2/img/pokedex/full/700.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/700.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/700.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/700.png,https://www.pokemon.com/us/pokedex/sylveon,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
hawlucha,Hawlucha,701,https://assets.pokemon.com/assets/cms2/img/pokedex/full/701.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/701.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/701.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/701.png,https://www.pokemon.com/us/pokedex/hawlucha,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
hawlucha-mega,Hawlucha maleega,701,https://assets.pokemon.com/assets/cms2/img/pokedex/full/701.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10300.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10300.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10300.png,https://www.pokemon.com/us/pokedex/hawlucha,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
dedenne,Dedenne,702,https://assets.pokemon.com/assets/cms2/img/pokedex/full/702.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/702.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/702.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/702.png,https://www.pokemon.com/us/pokedex/dedenne,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
carbink,Carbink,703,https://assets.pokemon.com/assets/cms2/img/pokedex/full/703.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/703.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/703.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/703.png,https://www.pokemon.com/us/pokedex/carbink,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
