species_slug,species_display_name,dexnum_int,generation,gender_rate,capture_rate,base_happiness,hatch_counter,is_baby,is_legendary,is_mythical,color,shape,habitat,generation_name,growth_rate,egg_group1,egg_group2,percent_male,percent_female,evolution_chain_id,genus_en
roaring-moon,Roaring Moon,1005,9,-1,10,0,50,0,0,0,Green,Quadruped,Unknown,generation-ix,Slow,No Eggs,Unknown,,,533,Paradox Pokémon
iron-valiant,Iron Valiant,1006,9,-1,10,0,50,0,0,0,White,Humanoid,Unknown,generation-ix,Slow,No Eggs,Unknown,,,534,Paradox Pokémon
koraidon,Koraidon,1007,9,-1,3,0,50,0,1,0,Red,Upright,Unknown,generation-ix,Slow,No Eggs,Unknown,,,535,Paradox Pokémon
miraidon,Miraidon,1008,9,-1,3,0,50,0,1,0,Blue,Quadruped,Unknown,generation-ix,Slow,No Eggs,Unknown,,,536,Paradox Pokémon
walking-wake,Walking Wake,1009,9,-1,5,0,50,0,0,0,Blue,Upright,Unknown,generation-ix,Slow,No Eggs,Unknown,,,537,Paradox Pokémon
iron-leaves,Iron Leaves,1010,9,-1,5,0,50,0,0,0,Green,Quadruped,Unknown,generation-ix,Slow,No Eggs,Unknown,,,538,Paradox Pokémon
dipplin,Dipplin,1011,9,4,45,50,20,0,0,0,Green,Heads,Unknown,generation-ix,Slow,Plant,Dragon,50.0,50.0,442,Candy Apple Pokémon
poltchageist,Poltchageist,1012,9,-1,120,50,50,0,0,0,Green,Ball,Unknown,generation-ix,Slow,Mineral,Indeterminate,,,539,Matcha Pokémon
sinistcha,Sinistcha,1013,9,-1,60,50,50,0,0,0,Green,Ball,Unknown,generation-ix,Slow,Mineral,Indeterminate,,,539,Matcha Pokémon
okidogi,Okidogi,1014,9,0,3,0,50,0,1,0,Black,Upright,Unknown,generation-ix,Slow,No Eggs,Unknown,100.0,0.0,540,Retainer Pokémon
munkidori,Munkidori,1015,9,0,3,0,50,0,1,0,Black,Humanoid,Unknown,generation-ix,Slow,No Eggs,Unknown,100.0,0.0,541,Retainer Pokémon
fezandipiti,Fezandipiti,1016,9,0,3,0,50,0,1,0,Black,Wings,Unknown,generation-ix,Slow,No Eggs,Unknown,100.0,0.0,542,Retainer Pokémon
ogerpon,Ogerpon,1017,9,8,5,50,50,0,1,0,Green,Humanoid,Unknown,generation-ix,Slow,No Eggs,Unknown,0.0,100.0,543,Mask Pokémon
archaludon,Archaludon,1018,9,4,10,50,30,0,0,0,White,Upright,Unknown,generation-ix,Medium,Mineral,Dragon,50.0,50.0,465,Alloy Pokémon
hydrapple,Hydrapple,1019,9,4,10,50,20,0,0,0,Green,Heads,Unknown,generation-ix,Slow Then Very femaleast,Plant,Dragon,50.0,50.0,442,Apple Hydra Pokémon
gouging-fire,Gouging Fire,1020,9,-1,10,0,50,0,0,0,Brown,Quadruped,Unknown,generation-ix,Slow,No Eggs,Unknown,,,544,Paradox Pokémon
raging-bolt,Raging Bolt,1021,9,-1,10,0,50,0,0,0,Yellow,Quadruped,Unknown,generation-ix,Slow,No Eggs,Unknown,,,545,Paradox Pokémon
iron-boulder,Iron Boulder,1022,9,-1,10,0,50,0,0,0,Gray,Quadruped,Unknown,generation-ix,Slow,No Eggs,Unknown,,,547,Paradox Pokémon
iron-crown,Iron Crown,1023,9,-1,10,0,50,0,0,0,Blue,Quadruped,Unknown,generation-ix,Slow,No Eggs,Unknown,,,546,Paradox Pokémon
terapagos,Terapagos,1024,9,-1,255,50,5,0,1,0,Blue,Quadruped,Unknown,generation-ix,Slow,No Eggs,Unknown,,,548,Tera Pokémon
pecharunt,Pecharunt,1025,9,-1,3,0,20,0,0,1,Purple,Ball,Unknown,generation-ix,Slow,No Eggs,Unknown,,,549,Subjugation Pokémon
